image,loop_scattering,background_ring,strong_background,diffuse_scattering,artifact,ice_ring,non_uniform_detector
omx7-10,1,1,0,0,0,0,0
2997_3_001,0,1,1,0,0,0,0
192464_1_E2_00001,1,0,1,0,1,0,0
T1855_5_001,0,0,0,0,0,0,0
151759_1_E1_00001,1,0,1,0,1,0,0
14867_2_E2_001,1,0,1,0,0,0,0
134567_1_0001,0,1,1,1,0,0,0
021705_cut_c1c_2_0001,0,0,1,0,0,1,0
73086_1_E2_001,0,1,0,0,0,0,1
k6_1_1,1,1,0,0,0,0,0
act6-6_7_001,0,1,1,0,0,0,0
idp01826k,1,1,0,0,0,1,0
159940_1_E2_00001,0,0,1,0,0,0,0
138595_2_0001,1,0,1,0,0,0,0
88089_1_E2_001,0,0,1,0,0,0,0
21c1p1_2_E1_001,0,1,0,0,0,0,0
CUX9-8_1_001,0,1,1,0,0,0,0
T2399_1_001,0,1,1,0,0,0,1
75004_1_E1_001,1,0,1,0,0,0,0
189682_1_E1_001,1,0,1,0,0,0,1
64991_2_E2,0,1,1,1,0,0,0
121786_1_E2_001,0,1,1,1,0,0,1
O8K746-13_7_001,0,1,0,0,0,0,0
205979_1_E2_00001,0,0,1,0,0,0,0
165956_2_0001,1,0,1,0,1,0,1
186992_1_E1_001,0,0,0,0,0,1,1
kam_16_4,0,1,0,1,0,0,0
189701_1_E2_001,1,1,0,0,0,0,1
96990_2,0,0,0,0,0,0,0
102992_1_001,0,1,1,0,0,0,0
51538_1_E1_001,0,1,1,0,0,0,0
nui1-7_1_001,1,1,1,0,0,0,0
BAS4233_dGTPV8_5a,0,1,0,1,0,0,0
17135_1_001,1,0,1,0,0,0,0
30723_1_E2,1,1,0,0,0,0,0
idp01793_3QDN.0001,0,1,0,0,0,0,0
FAJ3-2_1_001,0,1,0,1,1,0,0
133659_1_E1_001,1,1,1,0,0,0,1
98553_2_001,0,1,1,1,0,0,0
174571_1_E1_00001,1,0,1,0,0,0,0
yup6-2_13_001,0,1,1,1,1,0,1
177797_1_E2_00001,0,0,1,0,0,0,0
12316_3_E2_001,1,1,0,1,0,0,0
107366_1_E1_001,1,1,1,0,0,0,0
157568_1_E2_0001,1,0,1,0,0,0,0
45453_1_E2_001,1,0,1,0,0,0,0
27006_1_E1_001,1,0,1,0,0,0,1
34856_1_E2_001,0,1,1,0,0,0,0
133645_1_E2_00001,1,0,1,0,1,0,0
24-d30-2.0001,0,1,1,0,0,0,0
70093_2_001,1,1,1,0,0,0,0
169745_1_E2_001,0,1,0,0,0,0,0
93328_2_E1_001,1,0,1,0,0,0,0
34502_2_001,1,0,1,0,0,0,0
93400_1_E2_001,1,1,0,0,0,0,0
114256_1_E1_001,0,1,0,0,0,1,1
c1a-peak.0001,0,1,1,0,0,0,0
idp90750b,1,1,0,0,0,1,0
x1-high2.0001,0,1,1,1,0,0,0
IDP00499_3IIE.0001,0,1,0,0,0,0,0
11c10p1_3_E3_001,1,1,1,0,1,0,0
014307_P9_9_1_0001,0,0,1,0,1,0,0
63581_2,1,0,1,0,0,0,0
27221_1_E1_001,1,0,1,0,0,0,1
138853_1_E1_0001,1,1,1,0,0,0,1
222975b2_x0001,0,1,1,0,0,0,0
267396e8_x0001,0,1,1,0,1,0,0
x_lp_data.0001,0,1,1,1,0,0,0
hok2-8,0,1,0,0,0,0,0
104207_1_001,1,0,1,0,0,0,1
84354_3_E1_001,0,1,1,0,0,0,1
sbc1-4_1_001,0,1,0,0,0,0,0
183844_1_E2_00001,1,1,1,0,1,0,0
apc103202b,1,0,0,1,0,1,0
140722_1_E1_0001,0,1,0,0,0,0,0
rgd7-9,0,1,0,0,0,0,0
24776_1_E1_001,0,1,0,1,0,1,0
152725_1_E1_0001,1,0,1,0,0,0,0
opt-i56c1-peak.0001,1,1,0,0,0,0,0
199091_1_E1_001,1,1,0,0,0,0,0
idp02095-2_B,0,1,0,0,0,0,0
204563g1_x0001,1,0,1,0,1,0,0
68112_3_E1_001,1,1,0,0,0,0,0
125796_2_001,0,1,1,0,0,0,0
IDP02525_I12_4_1_0001,1,1,0,0,0,0,0
12847_4_001,0,1,1,0,0,0,0
20077_1_E2_001,1,0,1,0,0,0,0
69423_1_E2_001,0,0,1,0,0,0,0
85600_1_E1_001,1,0,1,0,0,0,0
57375_1_E2_001,1,0,1,0,0,0,0
253960h9_x0001,1,1,1,0,0,0,0
p1_2_001,1,1,0,0,0,0,0
7670_2_001,0,0,0,0,0,0,0
107586_1_001,0,1,0,0,0,0,1
168639_1_0001,0,0,1,0,1,0,1
204838_2_00001,1,0,1,0,1,0,0
48960_2_001,1,0,0,0,0,0,0
9168_1_E2_001,0,0,0,1,0,0,1
6057_2_001,0,1,0,0,0,0,0
120482_1_E1_001,1,0,1,0,0,0,1
106933_3_001,0,1,0,0,0,0,0
183844_2_00001,1,1,0,0,1,0,0
236958a4_hr_x0001,0,1,1,0,0,0,0
oth0479_1_low.0001,0,1,0,0,0,0,0
58652_2,1,0,1,0,0,0,0
XZ2_set,0,1,0,0,0,0,0
GBAA2526-1,0,1,0,0,0,0,0
217343a5_bx0001,0,1,0,0,0,0,0
52594_1_E1_001,0,0,1,0,0,0,1
idp02329-10,0,1,0,0,0,0,0
173274_2_00001,1,0,1,0,1,0,0
172196_3_00001,1,1,1,0,1,0,0
157217_2_0001,0,1,1,0,0,0,0
62235_2_001,1,0,0,0,0,0,1
200046_2_00001,0,0,1,0,0,1,0
217001d11_x0001,0,0,1,0,1,0,0
138630_1_E1_0011,0,1,0,0,0,0,0
76975_2_001,0,1,1,0,0,0,1
x1_rm_1_001,0,1,0,1,0,0,0
185601_1_E1_001,0,1,1,0,0,0,1
215197f2_2_E1_0001,0,1,1,0,0,0,0
168260_1_00001,0,1,0,1,0,0,0
114_M2_A4_high.0001,0,1,0,0,0,0,0
55002_1_E1_001,1,1,1,0,0,0,0
122870_1_E1_001,1,0,1,0,0,0,0
jbo5-14_4,0,1,1,1,0,0,0
107767_1_E2_001,1,0,1,0,0,0,1
37043_2_001,0,1,1,0,0,0,1
15959_1_E1_001,0,1,1,0,0,0,0
91965_2_001,1,0,1,0,0,0,1
puck38-14_1_001,1,1,0,0,0,0,0
xh7.0001,0,1,1,0,0,0,0
172990_1_E2_0001,1,0,1,0,0,0,0
20044_3_E2,0,0,0,0,0,0,1
195051_2_00001,0,0,1,0,1,0,0
195015_1_E2_00001,1,1,1,0,1,0,0
a1d2-2peak.0001,0,1,0,0,0,0,0
mvo0-5,1,1,0,0,0,0,0
28097_17_E2_001,1,1,1,0,0,0,0
tm1347_mpd_1_001,1,1,0,1,0,0,0
269072d10_x0001,0,1,1,0,1,0,0
100498_1_E2_001,0,1,1,1,0,0,0
134041_1_E2_001,1,0,0,0,0,0,1
VLP-8-7_1_001,0,1,0,0,0,0,0
190798_2_00001,0,1,1,0,1,0,0
B4_1_E2_0001,0,0,1,0,0,1,0
idp01943-n1_B,1,1,0,0,0,0,0
264490e5_z0001,0,1,1,0,1,0,0
56183_3_001,1,1,0,0,0,0,0
sm4c12-1peak1.0001,0,0,0,0,0,0,0
103051_1_E2_001,0,0,1,0,0,0,1
data-1.0001,0,1,1,0,0,0,0
225749g7_y0001,0,0,1,0,1,0,0
47739_1_E2_001,1,0,0,0,0,1,0
62235_1_E1_001,1,0,0,0,0,0,0
9664high_2_001,0,0,0,0,0,0,0
IDP01143-2,0,1,0,0,0,0,0
108263_2_001,1,1,0,0,0,0,0
idp00816b,0,0,0,1,0,1,0
idp00118-1_2,0,1,0,0,0,0,0
91743_1_001,1,0,0,0,0,0,0
p1_1_E2_001,0,1,0,0,0,0,1
xtal4-peg2-4c-x1.0001,0,1,1,1,0,0,0
p3_f1.0001,0,1,0,0,0,0,0
MEMMCSG4F9eg-peak.0001,0,1,0,0,0,0,0
idp90523_3Q10.0001,0,1,0,0,0,0,0
199437_1_E2_001,1,1,0,0,0,0,1
sMAT_Eth_6,0,1,0,0,0,0,0
36580_1_E1_001,1,0,1,0,0,0,0
778_M1_F4_low.0001,0,0,0,0,0,0,0
giy4-10,1,1,0,0,0,0,0
93328_1_E2_001,1,0,1,0,0,0,1
12217_1_E1_001,0,0,0,0,0,0,0
177797_3_00001,0,0,1,0,1,0,0
230508b11_z_0001,0,1,1,0,0,0,0
IEO-2_1_1_001,1,1,1,0,0,0,0
20594_1_001,0,1,0,0,0,0,0
159473_2_0001,0,1,1,0,0,0,1
152803_1_E2_0001,1,0,1,0,0,0,0
17328_2_001,0,1,1,0,0,0,1
92036_2_001,0,1,1,0,0,0,0
yum7-6,0,1,0,0,0,0,0
29762_1_E2_001,1,1,1,0,0,0,0
110519_1_E1_001,1,1,0,0,0,0,0
rutr-e,0,1,0,0,0,0,0
115327_1_E2_001,1,0,1,0,0,0,1
135427_3_0001,1,1,1,0,0,0,0
idp5078.2a,0,1,1,0,0,1,0
148814_2_0001,1,0,1,0,0,0,0
155471_1_0001,1,0,1,0,0,0,1
idp04364_4x3z.0001,0,1,0,0,0,0,1
126079_1_E1_001,1,0,1,0,0,0,0
234283b5_x0001,0,0,1,0,0,0,0
144187_2_0001,1,1,0,0,0,0,0
34601_1_E2,0,1,0,0,0,0,0
15413_1_E1_001,1,1,1,0,0,0,0
153709_1_E2_0001,0,0,0,0,0,1,0
64132_1_E1,0,1,0,1,0,0,0
126486_2_001,1,1,0,0,0,0,0
IDP01631-4,0,0,0,1,0,1,0
116578_1_001,1,1,1,0,0,0,0
2204_M2_E5_peak.0001,0,1,1,0,0,0,0
idp00945,0,1,0,0,0,0,0
rrn3-1,0,1,0,1,0,0,0
ujc0_1_1_001,1,1,0,0,0,0,0
vbd7-5,0,1,0,1,0,0,0
idp90682-n1_B,0,1,0,0,0,0,0
3ga7_stm490-2,0,1,0,0,0,0,0
xtal8,1,1,0,0,0,0,0
idp05041a,1,1,1,0,0,0,0
IDP05583Cwell5_INa.0001,0,1,0,0,0,0,1
bdu3-7,0,1,0,0,0,0,0
dcb11-16_1_001,0,1,1,0,0,0,0
94154_1_E1,0,1,0,1,0,0,1
141691_2_00001,1,1,0,0,0,0,0
235587d4_x0001,1,0,1,0,0,0,0
31277_1_E3_001,1,0,1,0,0,0,1
126176_1_E2_001,1,1,0,0,0,0,0
178973_1_00001,0,0,1,0,1,0,0
259821a10_y0001,0,0,1,0,1,0,0
86868_1_E2_001,1,0,1,0,0,0,0
26303_1_E2_001,1,1,1,0,0,0,1
21c1p1_1_E2_001,0,1,0,0,0,0,0
121974_1_E2_001,1,0,1,0,0,0,1
23c28p2_1_E1_001,0,0,0,0,0,0,0
58652_1_E2,1,0,0,0,0,0,0
CDI29_ProC_B8_peg_data2.0001,0,0,0,0,0,1,0
18914_2,1,1,1,0,0,0,0
21204_1_E2_001,0,0,1,0,0,0,0
STAH0001-1_B,0,1,0,0,0,0,0
kur4-4b,0,1,0,1,0,0,0
248957d5_hr_aa0001,0,0,1,0,0,1,1
201927_1_E1_00001,0,1,1,0,1,0,1
138569_1_E2_0001,1,0,1,0,0,0,1
124690_1_E1_001,1,1,1,0,0,0,0
67384_1_E2_001,1,1,1,0,0,0,0
107112_2_E2_001,1,0,1,0,0,0,0
IDP92786-2,0,1,0,1,0,0,0
111705_M2_D4_data.0001,0,0,1,0,0,0,0
91113_1_001,1,0,1,0,0,0,0
157568_2_0001,1,0,0,0,0,0,0
38702_1_E1_001,1,0,1,0,0,0,0
96384_1_E1,1,0,1,0,0,0,0
ProlMut2_Mn_GP_Nat_1_00001,0,1,0,0,0,0,0
vmk5_7_1_001,0,1,0,0,0,0,0
120692_1_E2_001,0,1,1,0,0,0,1
T1023_6_001,0,1,0,0,0,0,0
31c69p3_1_001,1,1,0,0,0,0,0
41998_1_001,0,0,1,0,0,0,0
BetB22-b,0,1,0,0,0,0,0
49046_2_001,1,1,1,0,0,0,0
l4_u3.0001,0,1,0,1,0,0,0
idp95403-1,0,1,0,0,0,0,0
57076_1_E1_001,0,1,0,0,0,0,0
150799_1_E2_0001,1,0,1,0,0,0,1
67156_1_E2_001,1,0,1,0,0,0,0
77321_1_E2_001,1,0,1,0,0,0,0
11280_8_E2_001,0,1,1,0,0,0,0
93729_1_E2,0,1,0,0,0,0,1
134085_1_E1_0001,0,0,0,0,0,1,0
34719_2,0,0,0,0,0,0,0
125796_3_E2_001,1,1,1,0,0,0,0
166670_1_E2_0001,1,1,1,1,0,0,0
194949_1_E1_00001,1,1,1,0,1,0,0
xEs1_00000,0,1,0,1,0,0,0
sMAT_Met01,0,1,0,0,0,0,0
42386_1_E1_001,0,1,0,0,0,0,0
137302_1_E2_0001,1,0,1,0,0,0,0
18914_5,0,0,0,0,0,0,0
211970_2_00001,1,0,1,0,1,0,1
58458_2,0,1,0,1,0,0,0
90308_1_E2_001,1,1,1,0,0,0,0
idp91829-ACP-IEX-pk5-c,0,1,0,0,0,0,0
209884_1_00001,0,0,1,0,1,0,0
29733_4_E3_001,1,0,1,0,0,0,0
177823_1_00001,0,0,1,0,1,0,0
67156_2_001,1,0,1,0,0,0,0
97202_1_E1,0,0,0,0,0,0,0
zfd5-9,0,0,0,0,0,0,0
sacol_1320-2pk_A,0,0,0,0,0,0,0
1395_3_data.0001,0,0,0,0,0,0,0
96723_1_E2,0,0,0,0,0,0,0
84630_2_E1_001,0,0,0,0,0,0,0
rvz3-2,0,0,0,0,0,0,0
tlg6_6_1_001,0,0,0,0,0,0,0
38674_1_E2_001,0,0,0,0,0,0,0
167991_1_E1_0001,0,0,0,0,0,0,0
206692g7_Ba_x0001,0,0,0,0,0,0,0
IDP90996_PKa.0001,0,0,0,0,0,0,0
n4_4.0001,0,0,0,0,0,0,0
hgl9-9,0,1,0,0,0,0,0
195051_1_E1_00001,0,0,1,0,1,0,0
201544f9_0001,0,0,1,0,1,0,0
177797_2_E1_00001,0,0,1,0,1,0,0
207747_1_E1_001,1,0,0,0,0,0,1
180999_4_00001,0,0,1,0,0,0,0
ECH1071_collect_May24_2017_0001,0,0,1,0,0,0,0
T1823_1_E1_001,0,0,0,0,0,0,1
204838_1_E2_00001,1,1,1,0,1,0,0
dcb6-9_1_001,1,1,0,0,0,0,0
idp00418_4PV4.0001,0,1,0,0,0,0,0
xAs1.0221,0,1,0,0,0,0,0
10192_anneal_1_001,0,1,0,0,0,0,0
265800f4_yy0001,0,0,1,0,0,0,0
022848_katm_20_1_2_0001,0,0,0,0,0,0,0
epp4-1,1,1,0,1,0,0,0
24776_2_E2_001,0,0,0,0,0,1,0
apc5771_se3_inf.0001,1,0,1,0,0,0,0
IDP90687-1,0,1,0,0,0,0,0
yve3-3,1,1,0,1,0,0,0
39621_1_E2_001,1,0,1,0,0,0,0
285924g10_y0001,0,0,1,0,1,0,0
142507_2_0001,0,1,1,0,0,0,1
25662_1_E1_001,1,1,1,0,0,0,1
119905_1_E1_001,1,1,1,0,0,0,0
94590_3_E1,0,1,0,0,0,0,0
idp01634w,0,1,0,1,0,0,0
otj5-3,1,1,0,0,0,0,0
fxs-5-2_1_001,1,1,0,0,0,0,0
17c10p4_3_001,0,1,0,0,0,0,1
232983h5_x1001,0,1,1,0,0,0,0
74428_1_E2_001,0,1,1,0,0,0,0
idp01195b,0,1,0,0,0,0,0
m1b4eg2.0001,0,1,0,0,0,0,0
zxp4-9,0,1,0,0,0,0,0
109429_M2_G5_data.0001,0,0,0,0,0,1,0
126564_3_E2_001,0,1,0,0,0,0,0
95613_1_E2,0,1,0,0,1,0,1
139473_1_E1_0001,0,1,1,0,0,1,0
ngm5-1_001,0,0,1,0,0,1,0
34325_2_001,0,1,0,0,0,0,0
38566_1_001,1,0,1,0,0,0,0
idp92076a,0,0,0,1,0,0,0
172196_2_00001,0,1,1,0,1,0,0
FADANL2D3gly1-peak.0001,0,0,1,0,0,0,0
134833_1_E1_0001,1,1,1,1,0,0,0
sd6_4_001,1,1,1,0,0,0,0
102352_2_001,1,1,0,0,0,0,0
3c4p4_2_002,0,0,0,0,0,0,0
plt0-10,0,1,0,0,0,0,0
167516_1_E2_0001,1,1,1,0,0,0,0
135212_1_0001,1,1,1,0,0,0,0
12287_1_E2_001,0,1,0,0,1,0,0
non-anomalous_IDP00577-4b,0,1,0,0,0,1,0
205027_1_E2_00001,0,0,1,0,0,0,0
134318_1_E1_0001,1,1,1,0,0,0,1
167720_1_E2_0001,0,0,1,1,0,0,0
idp05674a,0,1,0,0,0,0,0
ProlWT_Mn_Pro100_pk_2_00001,0,0,1,0,1,0,0
rfy5_12_1_001,0,1,1,0,1,0,0
82888_1_E2_001,0,0,1,0,0,0,0
39863_1_E1_001,0,0,1,0,0,0,0
146092zn_1_E2_0001,0,1,0,0,0,0,0
IDP00044_ButCoAKan2_1_0001,1,1,0,0,0,1,0
zbq6-1_6_00001,0,1,0,1,0,0,0
137969_1_E1_0001,1,1,0,0,0,0,0
96895_2_001,1,0,1,0,0,0,0
16424_1_E2_001,0,1,1,0,0,0,1
62646_1_E2_001,0,1,0,0,0,0,0
19058_2_E2_001,1,0,1,0,0,0,1
12488_101_001,1,1,0,0,0,0,0
148367_2_0001,0,1,0,0,0,0,0
c5p1_1_001,0,0,0,0,0,1,0
atpnp-data-1.0001,0,1,0,0,0,0,0
55404_2_001,1,0,1,0,0,0,0
idp90789-1,1,1,0,0,0,0,0
174333_2_00001,1,0,1,0,0,0,0
acy5-8_8_001,1,1,0,1,0,0,0
Mg1_HisAp_M1_H7_low.0001,0,0,0,0,0,0,0
154505_1_E1_0001,1,0,1,0,0,0,1
70568_1_E1_1000,0,1,0,0,0,0,0
83131_1_E1_001,1,0,1,0,0,0,0
lxk2-1,0,1,0,1,0,0,0
idp1659-3_B,0,1,0,0,0,0,0
b2q1-peak.0001,1,1,0,0,0,0,0
48017_2_001,1,1,0,0,0,0,0
cps0243-3_2,0,1,0,0,0,0,0
64132_3,0,1,0,0,0,0,0
9177_1_001,0,1,0,1,0,0,0
157762_1_E2_0001,0,1,1,0,0,1,0
nlk7-1,0,1,0,0,0,0,0
T1570_1_1000,0,0,0,0,0,0,1
134818_1_E2_0001,1,0,1,0,0,0,1
187784_1_E2_001,1,0,1,0,0,1,1
197282_1_E2_00001,0,0,1,0,1,0,0
60211_2_001,1,1,0,0,0,0,1
285574g2_aa_0001,0,1,1,0,1,0,0
63506_2,0,1,1,0,0,0,0
22359_1_E1_001,0,0,1,0,0,0,0
IDP91778-6b,1,1,0,0,0,0,0
38347_1_E1_001,0,1,0,0,0,0,0
39278_1_E1_001,1,0,1,0,0,0,0
127535_1_E2_001,1,1,0,0,0,0,0
115496_2_001,0,0,0,0,0,1,0
17548_1_E2_001,1,1,0,0,0,1,0
20886_2_001,1,1,0,0,0,0,0
idp01616o,0,1,0,1,0,0,0
80884_1_E2_001,0,1,1,1,0,0,1
15758_2_001,1,0,1,0,0,0,0
126486_1_E2_001,1,1,0,0,0,0,0
217599g11_x0001,0,1,0,0,0,0,0
IDP02065-5_B,0,1,0,0,0,0,0
kyb3-5_3_001,0,1,1,0,0,0,1
9177_5_001,1,1,0,0,0,0,0
49797_1_E2_001,1,0,1,0,0,0,0
264490e5_y20001,0,1,1,0,1,0,0
149288_1_E2_0001,0,1,1,0,0,0,0
18058_4,1,1,0,0,0,0,0
22871_1_001,1,0,1,0,0,0,0
201470_1_E2_00001,0,1,0,0,0,0,0
iqo4-7_A,0,1,0,0,0,0,0
IDP91871-1,0,1,0,0,0,0,0
LMO3000-N1_B,0,1,0,1,0,0,0
94187_1,1,0,1,0,0,0,1
176779_1_E2_00001,0,0,1,0,1,0,0
81762_1_E2_001,0,1,0,0,0,0,0
32722_1_E2_001,1,1,0,0,0,0,0
46904_1_E1_001,1,0,1,0,0,0,1
IDP01423POP_B.0001,0,1,0,1,0,0,0
17190_2_001,0,1,1,0,0,0,0
169782_2_001,1,0,0,0,0,0,1
120448_2_001,1,0,1,0,0,0,1
38702_2_001,1,0,1,0,0,0,0
1325-capto-x1.0001,1,0,1,0,0,0,0
IDP04384-2,0,1,0,0,0,0,0
61537_1_E1_001,0,0,0,0,0,0,0
69730_1_001,0,0,1,0,0,0,0
93315_1_E1_001,0,1,1,0,0,0,1
53055_1_E2_001,1,0,1,0,0,0,1
235_001,0,0,1,0,0,1,0
34691_2,0,1,0,1,0,0,0
KDM4A_1,0,1,0,1,0,0,0
127503_1_E1_001,1,1,1,0,0,0,0
165550_1_0001,0,0,1,0,1,0,1
60897_2_001,0,1,0,1,0,0,0
186573_102_E1_001,1,0,1,0,0,0,1
m1h8eg.0001,0,0,1,0,0,0,0
xtal-1.0001,0,1,1,1,1,0,0
xtw7-7,1,1,0,1,0,0,0
194447_2_00001,0,0,1,0,1,0,0
yis5-4_6_001,0,1,0,1,0,0,0
123244_2_001,1,0,1,0,0,0,0
frv7-1_snap2,0,1,1,0,0,0,0
160596_1_E1_001,1,0,1,0,0,0,1
91286_1_E1_001,0,1,0,0,0,0,0
py405r1.0001,0,1,1,0,0,0,0
16990_1_001,1,1,1,0,0,0,1
86612_1_001,0,1,0,0,0,0,0
189596_1_E1_001,1,0,1,0,0,1,1
AOG4-11_2_001,1,0,0,0,0,0,0
155043_2_0001,1,0,1,0,0,0,1
34856_2_001,0,1,0,0,0,0,0
44074_1_E1_001,0,1,0,0,0,0,1
18058_3,1,0,1,0,0,1,0
31827_2_001,0,1,0,0,0,0,1
257767b1_x0001,0,0,1,0,0,1,0
IDP05257-3,0,1,0,1,0,0,0
229338F10_x0001,0,0,1,0,0,0,0
67243_1_E2_001,1,0,1,0,0,0,0
36656_1_E2_001,1,1,0,0,0,0,0
191165_1_E2_00001,1,0,1,0,1,0,0
40710_1_E1_001,1,0,1,0,0,0,0
298_M1_H4_peak.0001,0,1,0,1,0,0,0
194184_1_E1_00001,0,1,1,0,1,0,0
196345_1_E2_00001,0,1,1,0,1,0,0
8646_1_001,0,1,0,1,0,0,0
IDP00122_3cwc.0301,0,1,0,0,0,0,1
dzb0-7_4_001,1,1,1,0,0,0,0
102552_2_001,0,1,0,0,0,0,0
22315_2_001,0,0,0,0,0,1,0
211970_1_E2_00001,0,1,1,0,1,0,1
113032_1_001,0,1,1,0,0,0,1
tgj8-9a,0,1,0,1,0,0,0
014307_NY2_1_1_0001,0,1,0,0,0,0,0
IDP1813_INF.0001,0,0,1,0,0,0,0
127290_1_E2_001,1,1,0,0,0,0,0
172196_1_E2_00001,0,0,1,0,1,0,0
241574_001,0,0,1,1,0,0,0
183556_1_00001,1,0,1,0,1,0,0
40629_1_E1_001,1,0,1,0,0,0,0
57526_1,0,0,1,0,0,0,0
IDP90557_N3_1_0001,1,1,1,0,0,0,0
jmy3-4,0,1,0,0,0,0,0
20247_1_001,1,1,0,0,0,0,1
T2972_3_001,0,0,0,0,0,1,0
SA2904-N4_B,0,1,0,0,0,0,0
alt4-5,0,1,0,0,0,0,0
82309_1_001,1,0,1,0,0,0,0
106264_2_001,1,0,1,0,0,0,0
88650_1_E1_001,1,0,1,0,0,0,0
jcsg3-g3ge-2.0001,0,1,0,0,0,0,0
idp01818a,0,1,0,0,0,0,0
idp02542b,0,1,0,1,0,0,0
lwq9-7,0,1,0,0,0,0,0
xCs1_00000,0,1,1,0,0,0,0
122870_2_001,1,0,1,0,0,0,0
24756_1_E1_001,1,0,1,0,0,0,0
219733h12_x0001,0,1,0,0,1,0,0
125525_1_E1_001,1,0,1,0,0,0,0
130716_2_001,1,0,1,0,0,0,0
127801_2_001,1,0,1,0,0,0,0
eob8-7,0,1,0,1,0,0,0
PegH10-G1P-xtal3.0001,0,1,1,1,0,0,0
74661_1_E1_001,0,1,1,0,0,0,0
96895_1_E2_001,1,0,1,0,0,0,0
196603_1_E2_00001,0,0,1,0,1,0,0
idp90355-1,0,1,0,0,0,0,0
VLP-8-8_1_001,0,1,0,0,0,0,0
200993_2_00001,1,1,1,0,0,1,0
ProlWT_Mut0_nat_3_00001,0,1,0,0,0,0,0
263060g10_z0001,0,1,1,0,1,0,0
ESA_ESA_m_5_1_0001,0,1,0,0,0,0,0
hnk3-3_1_00001,1,0,1,0,0,0,0
102552_1_E2_001,1,1,0,0,0,0,0
1548_M4_D3_data.0001,0,1,0,0,0,0,0
idp91140d,0,1,1,0,0,0,0
141921_1_E2_0001,1,1,1,0,0,0,0
100676_1_E1_001,0,0,0,0,0,0,0
141691_1_E2_00001,1,1,0,0,0,0,0
60620_3_E1_001,1,1,0,0,0,0,0
202980_1_E2_00001,0,0,1,0,0,0,0
IDP05113-2lr,0,0,0,0,0,0,0
bvu3-5,0,1,0,0,0,0,0
syg9-1,0,1,0,0,0,0,0
97893_1_E2_001,1,1,1,0,0,0,0
26313_2_001,0,0,1,0,0,0,0
54183_2_001,1,0,1,0,0,0,0
idp90549_3O6D.0002,0,1,0,0,0,0,0
142756_2_0001,1,0,1,0,0,0,0
mcr7-1_1_001,0,0,0,0,0,0,0
112290_3_001,1,0,1,0,0,0,0
54025_1_E1_001,1,0,1,0,0,0,0
out0-7,0,1,0,0,0,0,0
119347_1_E1_001,1,1,0,1,0,0,0
106264_1_E2_001,1,0,1,0,0,0,0
163274_1_0001,0,0,1,0,0,0,1
188360_1_E1_00001,1,0,1,0,1,0,0
mly7-8_1_001,0,1,1,1,0,0,0
fhx0-10,1,1,0,0,0,0,0
200640_1_E1_00001,1,0,1,0,0,0,0
24523_1_E1_001,1,0,1,0,0,1,0
80110_1_E1_001,0,1,0,1,0,0,0
139798_1_E2_0001,1,0,1,0,0,0,1
11014_3_001,0,0,0,0,0,0,0
138595_1_E2_0001,1,0,1,0,0,0,0
000001d8_x0001,0,0,1,0,0,0,0
248957d5_hr_y0001,0,0,0,0,1,1,0
253311d1_z0001,0,0,1,0,0,0,0
13517_3_E1_001,1,1,0,0,0,0,1
o2_b21.0001,0,1,0,0,0,0,0
159769_1_E2_0001,0,1,0,0,0,0,0
253960h9_hr_x0001,1,1,1,0,1,0,0
idp91505a,1,1,0,0,0,0,0
idp90790_3Q3W.0401,0,1,0,0,0,0,0
7275_2_001,0,1,1,0,1,0,0
204454d9_05-10mki_x0001,0,1,1,0,0,0,0
13089_3_E2_001,0,0,0,0,0,0,0
10230_4_E1_001,1,1,0,0,0,0,0
ia6su-peak.0001,1,0,1,0,0,0,0
idp90277.a,1,1,0,0,0,0,0
IDP91988-2,0,1,0,1,0,0,0
x1_pk_1_001,0,1,0,0,0,0,0
167516_2_0001,1,0,1,0,0,0,0
217087d10_x0001,0,1,1,0,0,0,0
IDP04320C.0001,0,1,0,0,0,0,0
36632_1_E1_001,1,1,1,0,0,0,0
ozx5-6_high,0,1,0,1,0,0,0
57307_1_E2_001,1,0,1,0,0,0,0
idp91330sm-b,0,1,0,0,0,0,0
ixr1-8,0,1,0,0,0,0,0
149539_1_E3_0001,0,1,0,0,0,0,0
112971_1_E2_001,0,0,1,0,0,0,1
195458_1_E2_00001,0,0,1,0,1,0,0
IDP_ro_C6_2.0001,0,1,0,0,0,0,0
ijt8-1,0,1,0,1,0,0,0
fsu3-9,0,1,1,0,0,0,0
153147_1_E1_0001,1,1,0,0,0,0,1
m2c6g.0001,1,1,0,0,0,0,0
88267_1_001,1,0,1,0,0,0,0
THY28_DNA.0001,0,1,0,0,0,0,1
175120_1_E2_00001,1,0,1,0,0,0,0
15642_3_001,1,0,0,0,0,0,0
012132_NY32-6_1_0001,0,0,1,1,0,0,0
123353_2_001,1,0,1,0,0,0,0
gdy5-3,0,1,0,0,0,0,0
TgOAT-c11-a_1_3_10,0,1,0,0,0,0,0
15797_1_E2_001,1,1,0,0,0,0,0
166349_1_E1_0001,0,0,1,1,0,0,0
39863_2_E2_001,1,0,1,0,0,0,0
49271_1_E1_001,1,0,0,0,0,1,0
apc103223d,1,1,0,0,0,0,0
127427_1_E2_001,1,0,1,0,0,0,0
93593_1_E1,0,0,1,0,0,0,0
19456_3_E2_001,1,1,0,0,0,0,0
